Name,Username,Label
Ateliê Flor de Amêndoa ®️,cidaborghetti,0
Duda Hidalgo,dradunniabaldissera,0
Vanderlei Fernandes,tvthathisbt,0
Caio Godoi,caaiogodoi,1
Augusto Jams,augustojamsofc,1
Dirley Fernandes,mblivrers,0
Rádio Inferno,infernomeudestino,1
TV Tribuna PE,tvtribunape,1
Edu Fonseca,edufonck,1
Eduardo Sales Filho,dudusales,1
Kiko Ferraz,kikoferrazz,1
💕𝕹𝖆𝖆𝖍 𝕮𝖆𝖗𝖗𝖆𝖘𝖈𝖔 📸⏳💕,targetaventura,0
Claudia Raia Brasil 🇧🇷,caio.bars_,0
MinasNinja,saulo__campos,0
Prefeitura de Jacareí,prefeituradejacarei,1
CAPASAJU • IPHONES,capasaju,1
Coalizão Direitos na Rede,direitosnarede,1
Claudia Giane,tribunadaproducao,0
Rede Aleluia,eitaafofoca,0
BZR STREET STYLE,polobhprodutora,0
Samuel Santana,revistalux,0
Nutrição corpo e mente 🤍,receitasfit.faceis,1
Fundação Joaquim Nabuco,edilaine.ricardo.7,0
Cristo Vive | Página Cristã,cristovive.br,1
Ana Zucatelli,anazucatelli,1
Jorge Seif Junior,sistema.faep,0
Otávio Pedrosa,drotaviopedrosa,1
Fred Sabbag,fredsabbag,1
Márcio Luís,comadre_store_,0
CNN Economia,cnneconomia,1
Diogo Defante,santanaadriana,0
Roberto Maciel,atelieflaviakaliany,0
Pedagoga Ingrid Ribeiro I Alfabetização,atacadaocentrosul,0
Labouré Lima,laboure_lima,1
Alones75,biertriz,0
Marcos Antonio,marcosilva.co,1
falandoverdades,falandoverdades_0002,1
Wanuzia Marcks,wanuziamarcks,1
Vanessa Souza🦋🍃,ivanetesilvarj,0
Felix News Brasil,favelavencedora,0
Unisulma,unisulma,1
Sinal de Fumaça,vpjpecuaria,0
FOFOCA NA HORA 🗣,senegambia81,0
Mari Garcia Bitencourt,ibirajubanoticias23,0
Tania Tenorio,sabordtania,1
@plasticfire,plasticfire,1
Brenda Youssef Sousa,ccoreograficorj,0
Mariana Pacheco,andapacheco,1
EMOCIONADO ❤️‍🔥,cantazai,1
FOFOCA NA HORA 🗣,deputadopastoreuricooficial,0
O Parauapebense!,oparauapebense,1
Zé Luiz Reis,jornalolourenciano,0
Léo Navarro,leonavarrooficial,1
Elielson Maciel Santana,santanaelielson1234,1
Um Guia do Espírito Santo,vidacapixaba,1
Joao Marcos Amorim Galvao,erlon_labatut,0
Daniel Pereira,saopaulofc,0
Fabio Nunes,fabionunes9,1
Portal Desacato,leoneto.jpg,0
𝙑𝙤𝙡𝙘𝙖𝙣𝙤 𝙒𝙝𝙚𝙚𝙡𝙨,volcanowheels,1
Colabora - Jornalismo Sustentável,3mbrasil,0
URUBUBRABO,dosedevinganca,0
Concursos PMCE Ofical®️,homenurseassessoria,0
CNN Política,cnnpolitica,1
SPFC BASQUETE,spfcbasquetebol,1
Espalhaí,espalhai,1
ROBSON MIRANDA OFICIAL,teresaleitaope,0
Betty Lage,estatisticasdofut,0
Vitor Sergio Rodrigues,paradoxomental,0
Decorando a Lei Seca,decorandoaleiseca,1
A Luta Continua,alutacontinuaaaa,1
Jornal dos Sports,coment.brasil,0
Collor⏳,sistemafaeg,0
GATO PRETO - Brechó Conceito,reelsgospeloficial,0
Loretta Soares,jacquefalcheti,0
Paulo Dal Bò Pimenta,otempo,0
Isabelly Morais,isabellymrf,1
memes da sthe👀,memesdasthe,1
Jacobina Notícias,jacobinanoticias,1
Figueiredo | Prefeito de Milagres CE,figueiredo.milagres,1
Papelaria Botafogo (PBArtes),papelariabotafogo,1
O Pagodeiro,cbesgrima,0
😎CARICATURAS✏,livramentohoje,0
Vulcanica Pokaropa,vulknik,1
Gustavo Gayer,gustavo.gayer,1
Larissa  Martirani,netoestevamoficial,0
Dalvania Cardoso,dalvaniacardoso,1
Postando de tudo um pouco,postandodetudoumpouco,1
Marina Sena,amarinasena,1
Isabelle Lindote | #foodwriter,portobello_moveis,0
Varandinha Do Samba,varandinhadosamba,1
Daniel Kazuo 🇧🇷🇵🇾🇺🇸🇵🇪🇨🇴🇫🇷🇪🇸🇵🇹🇨🇱🇺🇾🇦🇷,danielkazuo,1
Edinho Nobre,edinhonobre,1
Cultura e Economia Criativa RJ,classificadosbfms,0
Moda Center Online,modacenteronline,1
Elmo Vaz,patiodivinopolis,0
Klessinha Da Seresta,babadeira,0
Revista Evoke,keepcompanyviagens,0
Prefeito Dr. Zé Francisco,prefeitodrzefrancisco,1
Agência Sertão,agenciasertaobr,1
Ótica Alfa Occhiali- Sua visão merece o melhor,oticaalfa,1
Radio Alô! FM,julianopsantana,0
Ju Lopes ❤✂️,rushadorff07,0
Dilene Ebinger,dileneebinger,1
Brenda Jennifer,d4entreamigxs,0
@danielegalindo,umbocadinhodeideias,1
Luiz Claudio Marcolino,lcmarcolino13,1
DALILA,dalilavcarvalho,1
Márcio Jerry,marciojerry,1
BEES Brasil,bees.brasil,1
Rafaela Vilanova,kakalaux,0
RAP FORTE,rap.forte,1
Dep. Federal Robério Monteiro,akiebike.mg,0
Prana Park | Campos do Jordão 🍁,pranapark_fazenda,1
Rapha Trip Turismo & Aventura,gospelchannelbr,0
Professor Mateus,grupoeditorialrecord,0
carol delgado 💩,soucaroldelgado,1
Fé & Trabalho,sylviamoreira,0
Amanda Chang,zepedropiracicabano,0
Simone Freitas,psicopedagogasimone,1
Jornal Campo Grande News | MS,campograndenews,1
MarceloEC,marcelo.esporte.clube,1
Jornal Tribuna de Vinhedo,portalalessandroguerra,0
Tarcísio Motta,tarcisiomottapsol,1
Divulga Petrolina ®,divulga.petrolina,1
🌵🐂🐂🏇🏿🌵 📍MS📍 🇧🇷 🇫🇷🇬🇷🇵🇹🇺🇸🇸🇨🇶🇦 🇵🇾 🇦🇷 🏴󠁧󠁢󠁥󠁮󠁧󠁿 👨‍👩‍👧‍👧,juliosartscaricaturas,0
Lucina Compositora,lucinacompositora,1
Requião Filho,requiaofilho,1
Revista Fever,revistafever_,1
Paróquia N.S.Aparecida-Natal,nsaparecidanatal,1
Centro de Pesquisa Teatral Sesc,allanbasttos,0
Luxurious Brazilian Bikinis,anawiezzer,0
Ordem e Liberdade Ceara - ASCOL,associacaoascol,1
Ricardo Kuratomi,claudinhopereirarj,0
G7 Nutrição Esportiva Sorocaba,g7nutriesportivasorocaba,1
Samantha Ladeira,felipevillaverde,0
Contra Sensura Denim,contrasensura,1
Marcus Salles,blessboutiquec,0
Dr. Ícaro Alves,dricaroalves,1
André Dahmer,andredahmer,1
Portal de Notícias e Fofocas ⭐️,psociety,0
Victor Lucchesi 🇧🇷,fabiovilanova.oficial,0
Riquinha,riquinhasl,1
FGV Comunicação Rio,ju_biju10,0
"Agenor, Agostinho e Léo",viladonpatto,0
Urubu Notícia / Noticias do Flamengo,urubu_noticia,1
Varandinha Do Samba,sivaldoalbino40,0
GAROTO BABADOS - A FAZENDA 👨‍🌾🌾🚜,bertrandlivreiros,0
Diego S Rosa,diegorosapro,1
Bodim Marabá,desafioestacoes,0
Raul Christiano,raulchristiano,1
Portal Porque,portalporque,1
F5 Cariri ®,f5cariri,1
VIAGEM & FATOS,rdctvdigital,0
Ricardo Coutinho ⭐,juflorespr,0
Rádio Correio 98.3,correio98.3,1
Abrale - Associação Brasileira de Linfoma e Leucemia,abraleoficial,1
Zona Oeste Guetto Posse | Eventos & Mídia digital,guettoposse,1
Ney Leprevost,portallagartense,0
Rafael Satiê,akzonobelrepintura,0
SEM MIMIMI 🇧🇷,_sem.mimimi,1
Jornal do Bairro Castelo,lucas_atipico,0
SILVÃO,shopgarden,0
PREPARA | CONCURSOS PÚBLICOS,gabibrantoficial,0
brecho da Renata,resantosoli31,1
FIAN Brasil,fianbrasil,1
Política Sigma 🇧🇷 🍷🗿,politica_sigma,1
LULA PRESIDENTE,lulanossopresidenteamado,1
Célia Tavares,gravatai24horas,0
Rede Insana?,mariabaldan,0
Planeta das Moedas,arletesampaio,0
Guariglia Leilões,chacaralaquabianca,0
Igrejas & Capelas,amooceara,0
MALAQUIAS MOTTIN,8irritadassa,0
Status Caipira,dra.adrianafelixestetica,0
Bolsonaro Pernambuco,bolsonarope,1
Silvio Santo,osilviosanto,1
PORTAL DIÁRIO DE RONDÔNIA,depfabianabarroso,0
Dicas De Emagrecimento 🥝,magraoficial.com.br,1
Academia dos Gamers Oficial,academiadosgamersoficial,1
Círio De Nazaré,brasucamulticultural,0
Direita Palmas / To,direitapalmasto,1
Sementes Tormenta,alones75.oficial,0
Coren-SP,villarecreio,0
Aurélio Meneguelli Ribeiro,aurelio.meneguelli,1
Liana Nunes,afeoficial,0
lojaelite242,lojaelite242oficial,1
Bujaru News,bujarunews,1
QUERIDA POR ELAS,janelapublicitaria,0
Fafy Siqueira Real,fafy.siqueira,1
João Azevêdo Lins,joaoazevedolins,1
Tião Casemiro,tiaocasemiro,1
Vital Grupo,laiosena,0
Kachepot - KCP,illiarteafetiva,0
𝐂𝐨𝐦𝐮𝐧𝐢𝐝𝐚𝐝𝐞 𝐄𝐥𝐞𝐭𝐫𝐨̂𝐧𝐢𝐜𝐚 🌐,jornaldeitape,0
Go! Marketing Esportivo,brunabrelaz,0
Renata Raynaud,highprofilemagazine,0
Laís Amaro,laisamarooficial,1
Igreja Videira Natal | RN,pr._marcos_mansur,0
Vet Smart,fernandocordeirosc,0
REPUBLICANOS | RIO DE JANEIRO,cantoralennealvesoficial,0
Gustavo Miranda,gustmirands,1
Rede Nacional do Esporte,pontoedita,0
RODRIGÃO,rodrigaooficial,1
JOUER - Moda Infantil,parizijeans,0
Polvo Curioso,polvo.curioso,1
Leticia Coelho,webradioclub92,0
Ana Laura Oliveira,nalauraoliveira,1
Shirlei Mello,jovens.cristaos.ro,0
San Junior,sanfjunior,1
Denise Honda,denisehonda,1
Bruno Araújo Imóveis,suacasacerrado,0
LIZ E KALLY   PET INFLUENCERS,lizekally,1
Lourdes Rolim,lourdesrolim,1
Academia dos Gamers Oficial,drogariarecife,0
Vicentinho Júnior,portalbowling,0
Sergio Harfouche,sergio_harfouche,1
Occam,fparlamentarevangelica,0
Bia Decor,lojabiadecor,1
Federaçao Paulista de Ciclismo,arysouza_asb,0
𝗗𝗮𝗻𝗶 𝗭𝗶𝗻𝗶 | 𝗠𝗧𝗕,dani.zini_,1
Vamu Galo | Atlético Mineiro,vamugalo,1
Vicente Datena Apresentador,belibandanas,0
Geonominuto - Geógrafo e Pedagogo,padrejoselito,0
Oscar Filho,professoresdedireitaceara,0
Cineclick,monicamartelli,0
Cantora Vanessa Cavalcante ofc,marcurelio,0
Jᴏʀɴᴀʟ Dᴏ Cᴀʀɪʀɪ,nelycbarreto,0
𝐋il𝐢𝐚𝐧 𝐐𝐮𝐞𝐝𝐢𝐦𝐚 🌷,lilianquedima.oficial,1
Patricia Simoes/ moda / tendência,patriciadsimoes,1
Daniela Silva,workshopcerimonialsocialdone,0
Armando Schneider da Silva,armandossilva,1
QUEIMANDO SEUS REIS 🔥👑,araraazulfm,0
TV Miramar,drakatiucenogueiraoficial,0
Camila Santos,camilamoradia,1
Central de Fãs: Ewbank Gagliasso,centralewbankgagliasso,1
Cleber Arruda,cleber.arruda,1
Redação Fla,redacaofla,1
Márcio Quirino,donajoaninha_curitiba,0
GUTO TV,gutotvreal,1
Dr. Ricardo Dorr,ricardodorr,1
Marta De Lima Cavalcanti,marta_lima,1
DR. PAULO FRAGOSO,drpaulofragoso,1
Bioposture Colchões,goldentulipaddress,0
SOBERANISTAS,shirleytargino22,0
𝐃𝐚𝐧𝐮𝐛𝐢𝐨 𝐀𝐳𝐮𝐥 ✨,danubioazul.andrea.123,1
Fernando Borja,fernandoborjaoficial,1
DESVYADOS 𖤐,robsonra,0
NETFLU,netflu,1
Jacque Falcheti,jacquefalcheti,1
DOL - Diário Online,doldiarioonline,1
SOBRAC,royaltrudel,0
Movimento Conservador Amazonas,blogdaamazonia,0
Débora P.,debinhaprado,1
Eu também sou fã,amigurumi_legal_,0
Movimento Direita Rondônia 🇧🇷,direitarondonia_,1
🅿🅰🆄🅻🅾 🅵🅴🆁🅽🅰🅽🅳🅴🆂 🇧🇷 Brasil-RJ,pcrj_56,1
"Talu🧡 Mesa posta, Decoração, Presentes, Receitas e afeto.",hometalu,1
ITUANO FUTEBOL CLUBE,ituanofc,1
Memes • Humor • Reels,agenciafivecasting,0
Imoveis Salvador Bahia,sedeverbodavida,0
Pátria Conservadora 🔹,patriaconservadorabr,1
Eduardo Azevedo,realcepatos,0
Carlos Grage,lucascassule.ao,0
Portal 6 Goiânia,portal6noticiasgoiania,1
Rafael Ribeiro ©,rafaelribeirorio,1
Anapolinos,bigolinmateriais,0
Boa Diversão,dramarcelaferrato,0
Gazeta do Tatuapé,gazetadotatuape,1
Persio Presotto,mazzano,0
Louletano DC Futebol,fcfcomunica,0
Holliday Viagens e Turismo,hollidayviagenseturismo,1
David Mello Oficial 🇮🇱,davidmellooficial,1
Direita Minas Gerais 🔺️🇧🇷,direita_minas_gerais,1
Pedro e Mel,pedroemeloficial,1
Roberto Sanovicz,betosanovicz,1
Raquel Lyra,brunahorta,0
Clube FM 100.5 Ribeirão Preto,clubefm,1
Alê Youssef,aleyoussef,1
PAULA MARTINS,unisulma,0
Mona Soares | Beleza natural,monasoars,1
Santa Portal,estrelanauticaservicos,0
Dreams Store,dreamsstore.colchoes,1
WP Assessoria Esportiva,isoldadantaspt,0
Reflexão Padre Fábio de Melo,vem.bicicletar,0
Direita Xique-Xique,direitaxx,1
Fabricia Melo,fabriciamelolacos,1
JUAÇAÍ - AÇAÍ E LANCHES,cbnrecife,0
Tinha Di Ferreira,tinha_di_ferreira,1
Denise Herzer - Marternidade,fitnessncr,0
GOAL Brasil,nick_modas013,0
Macaco Véi,macacoveioficial,1
Agitação Health • Fitness,agitacaoacademia,1
Plante Fé e Colha milagres,diariodaraffa,1
RD - Repórter Diário,reporterdiario,1
Dr Paulo Abner- Enxaqueca/Alzheimer e Neurologista integrativo,frankensthainmultimarcas,0
Tribuna do Sertão 🌵☀️📰,darkwolf_studio_ofc,0
Ana Gabi,gaby_stylist,1
Fuxiquei,alinecakejapan,0
Rádio CBN Curitiba,sargentoreginauro,0
Bernardes Arquitetura,bernardesarq,1
Lula Democracia 🇧🇷,harascaraibas,0
Josimar Maranhãozinho,josimarmaranhaozinho,1
Rádio Uirapuru,robertaroma.ba,0
A loja mais completa em acessórios,zacpremium_,1
Supermercados Ipiranga,superipiranga,1
Marcos da Farmácia,marcosdafarmacia1,1
O REINO EM PESSOA,viffs2,0
Prefeitura Municipal de Teotônio Vilela,prefeituradeteotoniovilela,1
Fabiana Gilho,fabianagilho,1
Lux,jo_torquatto,0
Kelly Araújo,patipamplona,0
Elancyl PT,raimundinhosaraiva,0
VOCÊ NOTÍCIAS,gabimodas.oficial,0
Jaque Conceição,ialandalu,1
SolidariedadeBR,mattosnascimento,0
Dra. Érica Amarante Dermato,boladenevesv,0
Portal De Amazônia,mcenvolve,0
Poderoso Timão Lapa,poderosotimao_lapa,1
Genilson Show #RatodoBBB 🐭,geshow,1
Alianca_irece,alianca_irece,1
Lord Bolsonaro🇧🇷,veganismoporamor_,0
Conselho Federal de Enfermagem,carla_gabola,0
Fábio Silva,baianidadetv,1
Gysele opará🌻🌻🌻🌻🌻🌻,gysoares73,1
Mário Couto,mariocoutooficial,1
Lourival Gomes Gomes,professorlourivalgomes,1
Marcelo Gouveia,amitrano_oficial,0
Carolina Haddad,acuvetacupunturaveterinaria,1
Dolce Emporio Gastronomia,ipiranga22_jornalismo,0
Greenpeace -  Manaus (AM),gpbr.manaus,1
Fernandinho Saraiva,saraivafernandinho,1
CENTRAL DE RAP🔥,centralderap_,1
Alex Tseng,sabedoria.sistemica_,0
Damares,fofocamentandoo,0
Lano-Alto,lano_alto,1
Praia Grande Na Tela,bolsonaristaopressora,0
ENQUETES /PPP /DUELO DE FOTOS E MUITAS OUTRAS BRINCADEIRAS...,brincadeiras_e_posts,1
Fernando Marcato,protestantesprogressistas,0
JURINEWS - Notícias Jurídicas,meumaranhaooficial,0
Instituto Cultural Vale,institutoculturalvale,1
Rei Das Babuche,lucasdrummond,0
Revista Evoke,confraria.store,0
Direita que fala!,dublinense,0
Binha Caldeira,binhacaldeira,1
Valéria Scarance,henriquehuerta,0
lojaelite242,higomouraa,0
De Sola,desolaoficial,1
Lucas Battistoni Wegmann,jpagoraoficial,0
Diego Nóbrega | Especialista em  Música,prof.dih,1
Survival Brasil,museuoceanografico,0
Sergio Santana,sergiosantanapl,1
"Informações, Notícias e Dicas.",serginhomonteiro.rj,0
NOTÍCIAS RONDÔNIA,edmilson_leite_oficial,0
Rádio Band Vale FM,radiobandvalefm,1
Instituto Vamos Juntas,vamosjuntasorg,1
Deputado Federal Bruno Farias,bea_aguillar,0
Adelmo Leão,adelmo.leao,1
Cresci e Perdi Curitiba/PR.,crescieperdi_reboucas,1
Universitario Zona Sul,revistaanamaria,0
Daniel Adans,blogdopaulinhooficial,0
Canto da Ema,fontepb,0
Danzinho,udanzinho,1
Humor em PVH,marcelomira_almadjem,0
Salma Jô,receitassaudaveis_pro,0
Paulistão,paulistao,1
Igreja Reviver Malveira,futebolchevique1917,0
Guto Zacarias,mnaa_lisboa,0
Tati Mantovani,matheusekauan,0
rafaelmedeirostrotsky 🇧🇷⭐🚩☭,portugueseficiente,0
Lgbtqia+,portalpopmais,0
Marina Abreu,municipio_de_esposende,0
Loja Império,lojaimperioparanavai,1
Jair Santos,jbeauchampbra,0
Engenharia Moda Plus feminina,importsoares,0
Rita Luz Freitas,spotted.ufrj,0
Flamengo x Bahia ao vivo,thiagoamud.oficial,0
Morta na farofa 💣❤️,cp2oficial,0
Dhyan Premal Katia,flaviomorenoapf,0
Jornal O Despertar,emporiocoisasdeminas_stiep,0
Eduardo Polastreli,leiaagora,0
Puyr Tembé 🔥,taltuagens,0
TV Cidade Verde,tvcidadeverde,1
VC Dividendos,concursobelezasdobrasil,0
Jornal Tribuna de Vinhedo,renatoamisypereira,0
Sérgio Astral - ARTES,portodelenhanews,0
Cesar Belluci,apcesarbelluci,1
Achei RN,sindicolegalbr,0
Professora Rosa Neide,julianasalesmg,0
Nikolas Ferreira (Pagina fã),dep.nikolasferreira,1
Kiko Ferraz,blocodocaos,0
manimulher,manimulher,1
Revista Oeste,eduardo.madeira8,0
Luh Borges | Psicopedagogo,apoiojair,0
Vitor Naressi,vitornaressi,1
FONTE,fontelvoficial,1
Samuel Costa,professorsamuelcosta,1
Livramento Hoje,redebabados,0
DELEGADO HELIO BRESSAN,delegadoheliobressan,1
IEQ Clementino,laboratoriocellulamater,0
Enf. Davi Apóstolo,enfdaviapostolo,1
Manu BRONZE,manuspabronzeoficial,1
Sylvio Micelli,sylviomicelli,1
Guilherme Sampaio,verguilherme,1
Mfitness #nutripower,mfitnessloja,1
Naumi Amorim,naumiamorimoficial,1
Wadson Ribeiro,wadsonribeiromg,1
Danton Mello,dantonmello,1
Bruna Santos,lojasramsons,0
Fotografa Infantil e Familia,karolendriguefotografia,1
Atelie FCL,atelie_fcl,1
Robinson Salvador,jindelt_cartunista,0
Washington DA Mariquita II,vereadorwashingtondamariquita,1
acidade on Araraquara,agenda_cultural_porto,0
Correio Paulista,correiopaulista,1
Nego Pensa,biancamoreiracantora,0
Celebridades Babados 🎙️,maiaraadiass,0
ana oli 📽🔮,ana_olli,1
Fillipe Gibran,fillipegibran,1
Cresci e perdi - Campinas,lojasetor10,0
Eletro Vibez,eletrovibez,1
Armando Marcos | Caricaturas,armando_caricaturas,1
Luna Moda Festa - BH/MG,lunamodafesta,1
Paulo Brusqui,pbrusqui,1
Prefeitura de Boquim,djefilmeseliabelimaoficial,0
Zap Viva,nice.store.presentes,0
3 Palavrinhas,3palavrinhas,1
George Hilton,acaidestak_,0
Thálitha Barboza,conservadorismo.revolucionario,0
Igreja Adventista do 7° Dia,iasdcentralbh,1
A RÁDIO QUE MAIS CRESCE EM AUDIÊNCIA!,claudineyprieto,0
Marcio Macedo,marciomacedopt,1
Versículos Bíblicos,thabatagasperi,0
Jurandir Silva,vascomunistas,0
Roberta Estrela D'Alva,meiatigelacrafts,0
Deputado Sérgio Aguiar,cbnjoinville,0
Isabella de Roldão 🦋,mpb_historia,0
Livraria Palavra Eterna,fabionunes9,0
"Top Make - PREÇO ÚNICO 10,00 REAIS",max.pitangui,0
Groove Burger ®️,_grooveburger,1
Jhonatã Gabriel,totagabriel,1
Jair M. Bolsonaro,jairmessiasbolsonaro,1
Juniano Ângelo,junianoangelo_,1
Portal Giro Am 24h 🎥,direitaminasvaledopiranga,0
Lucky Iscas Artificiais,chandellybraz,0
GS News,mialvess,0
Coronel Helena Reis,coronelhelenareis,1
Armando Marcos | Caricaturas,mobillitamoveis,0
ᴍᴀ́ғɪᴀ ᴅᴀ ʙʀ116 🇧🇷,mafia_da_br116,1
Pr Felipe Cruz,fibbauru,0
Ibiapaba Online,mpmaoficial,0
Dr. Felipe Villa Verde,felipevillaverde,1
Bloco do Caos,blocodocaos,1
Geise Camargo Delícias Gourmet,geisecamargodeliciasgourmet,1
Fernando Pasquarelli,frases_de_criiaa,0
Prefeitura de Paulo Afonso,prefpauloafonso,1
Jerry Matalawê,guiadocasamentogay,0
DeBella,debellamodas_,1
Michel Blois,michelblois,1
Dassayeve Lima,saudementalcritica,1
Oh!Artes - Eventos no Brasil,padre.pedrobaldissera,0
Açaí Destak,qeutglck,0
Miami Ad School Brasil (M.AD SCHOOL BR),miamiadschoolbr,1
Toni Reis,toni_reis,1
Connect Trips | Viagem,wesllou,0
La Doceria por Renata Chaves,maniadevascaino,0
Ibaneis,ibaneisoficial,1
Ibis & Ibis Budget Osasco,ibisosasco,1
Daniel Pereira,istore_pt,0
👦🏻⛅️ Aquele Jovem Espírita,jordanaaraaujo,0
Vinhos do Dão,bobeouvazo,0
Som da Luz,ronnyfamosinho,0
Orlando Silva,andremarmota,0
Geovanni Fatos e Notícias,geovannifatosenoticias,1
Rafa Munduruca,radiofortalezafm89.9,0
Alessio Esteves,danielkalaes,0
UM99 / Bijou Fashion,aquarelakidsguaruja2,0
Le Petit SJ,caiomvm,0
Fofocamentando,brasil._conservador,0
Danilo Barbosa,claudiaraiabrasil,0
Escola Municipal de Música,juliopinheiroslz,0
PETMOM®,cynthiatattoo,0
Eventos Sergipe • BRASIL 🇧🇷,prefeiturademacae,0
MBPM/ABRAPP ✊🎨👨‍🎨,jones.manoel,0
Ana Raíssa Medeiros Cabral,vicssntos,0
Luiz Camargo,piscapisca.pt,0
Liga NFA,liga.nfa,1
Com Ansiedade | Saúde Mental,superbandaoficial,0
"Qualidade,estilo e atemporalidade.  👑",instalerj,0
Intelectualidade Afrobrasileira,intelectualidadeafrobr,1
Bruxo🧙🏼‍♂️|Trader do Virtual,spcine_,0
Damares,sitef5,0
Priscilla Tabet | Mentora High Ticket,priscillatabet,1
Dani Sanchez,danisanchezdf,1
Portal Boa Vista,musicocarlosamaral,0
O Maior Brechó de São Paulo!,jessicagaabriele,0
José Fernando De Oliveira Pereira Júnior,jfernandoopereirajr,1
Grani Amici,lojaindustriadamodapel,0
"Francisco, el Hombre",franciscoelhombreoficial,1
Atena Beauvoir Roveda,atenaroveda,1
Azteca Calçados OFICIAL,elizabethbezerraautor,0
Wallace Luiz Martins,totagabriel,0
PE NEWS Portal de Notícias,padreandersoncn,0
Fetter Jr.,afetterjunior,1
Marcelo Costa,prefeiturajuizdefora,0
Adriano Lima,adrixramos,0
| Frazão |,marcelle.frazaoo,1
CIRIO,ciriotv,1
William Robson Cordeiro,deputadomarquinhoviana,0
CANAL DO ROCK CAMISETAS   ☠️,carolcospefogo,0
Diário do Estado MT,diariodoestadomt,1
FOFOQUEIRA REAL - BBB23,fofoqueirareal,1
TRS Race Team,vangmarau,0
Obadias Benones - Vereador em Criciúma,distrito.1340,0
Evangélicos Democráticos e Progressistas,futuromaquinasagricolas,0
Paulo Santos,paulosantos.rj,1
Thiago Manzoni,cbn.belem,0
Vip Lanches,depandrefigueiredo,0
Vereador Douglas Gomes,verdouglasgomes,1
Partiu ES,partiu_es,1
Talles Lopes,talleslopes,1
GILMAR  JÚNIOR,tiagoalexandrede,0
Jovem Pan Campinas,paulabancadafeminista,0
Roberto Lima,eu.robertolima,1
Perfil oficial da Comissão de Desportos do Exército,cde.brasil,1
Raffael Marques,raffaelmarques_,1
realityeslove,realityeslove,1
Inteligência Analítica,ianaliticanews,1
Paulo Scott,setelagoas,0
,ipsosisaybrasil,0
Saboreando Maceió | Ayrton,saboreandomaceio,1
StandWithUs Brasil,laurafinocchiaro,0
PoderData,poderdata,1
Mônica Rodrigues Fernandes,crescieperdi_botafogo,0
Loja descolada/ Kids e Teen / Cambui - Campinas,ognoticias,0
Ilha Notícias,clovesandrade_,0
por Ọkẹ (Oké),oorixaquehabitaemmim,1
Perfumaria Sumirê,helviofalleiros,0
Guzz...,capitaowagnersousa,0
Guia da Premier League | Silvonei 🇧🇷,guiadapl,1
Sargento Alan,sargentoalan.adm,1
Coleção de Protesto,giralook_castelobh,0
David Almansa,almansa13,1
Parque do Utinga 🌳,_danielpereira_,0
Tropical FM 95.3,borapodcast,0
ANITTA RECIFE-PE,weltonroberto,0
Igreja Quadrangular de S.J.B,quadrangular_sjb,1
Nina Souza,joaonetopegadao,0
𝕁𝕦𝕝𝕚𝕒𝕟𝕒 ℂ𝕠𝕖𝕝𝕙𝕠,juju_coelho,1
MBL Minas Gerais,mariaclarasalgado,0
Mauricio Mateus,moti_vacaopraviver,1
Mari Marola,priscilaobaci,0
Grazi Souza,grazicomenta,1
Dr Paulo Porto de Melo | Neurocirurgia - Neurociências,babybolha,0
Phelipe Da Silva Souza,universoartistico.online,0
Interceptados | NFL da Zueira,sonhosdeleticia,0
❤️𝒜𝓊𝒹𝑒𝓇𝒾𝓈𝒶 𝑀𝒶𝓇𝒾𝓃𝒽☕️❤,auderisamarinho,1
Filstone Natural,celenasantosoficial,0
Onã Rudá,zevitormg,0
Vaquejada / Abre A Porteira,janete.li.melo,0
Portal Lagartense,portallagartense,1
Brazilian Training,braziliantraining,1
Folha News,folha.news,1
𝗣𝗢𝗥𝗧𝗔𝗟 𝗣𝗟𝗨𝗥𝗔𝗟®,portalplural,1
O PORTAL DO MARAJÓ,oportaldomarajo,1
Iago Machado oficial,grupoabcnews,0
Flávia Berthier 🇧🇷,flaviaberthier,1
Dra Nayane Vianna,dranayanevianna,1
Imprensa 24h,imprensa24h.com.br,1
Vereador Atílio Francisco,vereador.atiliofrancisco,1
ALINE ROCHA,alinerocha.moura,1
Rádio Costazul FM,radiocostazul,1
🏆Futebol Na Tela🏆,futnatela,1
Portal GRNEWS,geisianecristinafreitas,0
Nina Souza,marciotsantos,0
falandoverdades,chronic420oficial,0
Revista Circuito,revistacircuito,1
Marcos Araújo,_marcos.araujo_,1
Danilo Rinaldini,prbenhourlopes,0
Luciene Gomes,prefeitaluciene,1
Karla Coser,ju_biju10,0
Daia Bazzo,mikeytwiceasnice,0
teatrinetv🎭 🎥 📺,teatrinetv,1
Carandá Educação,eudorasantos,0
INVOGA,invoga,1
Keitton Pinheiro,ifma.oficial,0
Rogério Correia,rogeriocorreia_,1
menores atos,menoresatos,1
Amando Castro 🤠,amandooficial,1
KATIANA AMORIM,katiana__amorim,1
Sicoob Credipatos,sicoob_credipatos,1
Alberto Bakana 🆎,albertobakana,1
Amália Barros,amaliabarros,1
Leila Maria (oficial),realleilamaria,1
Marquinho Lemos,marquinhodeputado,1
Tribuna Online,tribunaonline,1
Shopping Granja Vianna,granjavianna,1
Marcelo Carvalho,academiadeconfeitaria,0
Delegado Federal Toni Cunha,redeamazonicaroraima,0
Lucas Drummond,drabrunascalco,0
